SASA
19094.212890625
19807.671875
19587.64453125
19355.578125
19364.125
19607.556640625
19355.890625
19440.5234375
19175.33203125
19418.388671875
18960.921875
18911.0390625
19172.0234375
19031.125
19264.818359375
19031.291015625
19419.677734375
19191.1875
18963.09375
19380.67578125
18932.60546875
19226.923828125
19112.73046875
19084.744140625
19507.21484375
19196.810546875
19332.818359375
19025.73828125
19385.615234375
18941.9453125
18980.3125
18877.521484375
19087.498046875
19169.193359375
18831.0
18732.98828125
18966.068359375
19042.888671875
19402.056640625
18917.359375
18931.2734375
19028.568359375
19153.7109375
19064.107421875
18708.81640625
18475.333984375
19026.201171875
19002.31640625
18879.54296875
18918.15234375
18946.841796875
19127.767578125
19255.703125
18771.75
18690.1328125
18607.763671875
18775.240234375
18401.873046875
18459.32421875
18721.650390625
18941.421875
19195.171875
18710.095703125
18845.732421875
19087.361328125
18996.3125
19280.728515625
18743.60546875
19100.6953125
18830.140625
18678.439453125
18836.212890625
18840.2265625
18784.5546875
18928.55078125
18955.908203125
18780.712890625
19136.724609375
19007.025390625
19133.75
19000.76171875
18982.203125
18571.890625
18626.3046875
18406.072265625
18490.900390625
18139.611328125
18549.482421875
18658.525390625
18453.39453125
18911.82421875
18510.40234375
18413.61328125
18321.009765625
18482.513671875
18150.138671875
18019.544921875
18351.2734375
18134.642578125
18208.03515625
18414.341796875
18384.083984375
18532.927734375
18567.109375
18436.142578125
18620.09765625
18267.896484375
18502.7734375
18389.703125
18542.70703125
18637.2421875
18383.2265625
18450.916015625
18619.0625
18467.15625
18460.734375
18637.4140625
18763.888671875
18723.67578125
18398.59375
18567.185546875
18153.958984375
18262.50390625
18144.513671875
18321.94140625
18342.32421875
18438.03515625
18543.3203125
18588.8125
18330.53515625
18661.6015625
18647.732421875
18678.220703125
18769.208984375
18545.904296875
18341.189453125
18527.1484375
18397.416015625
18842.30078125
18852.669921875
18649.80859375
18965.59765625
18486.0
18631.78515625
18539.916015625
18594.572265625
18214.71484375
18541.439453125
18755.716796875
18910.783203125
18840.06640625
18658.5703125
19031.845703125
18890.48046875
18734.9375
18696.9921875
18741.826171875
18520.265625
18733.2578125
18658.376953125
18278.66796875
18695.19921875
18533.80859375
18459.390625
18875.107421875
18616.67578125
18197.869140625
18167.83203125
18077.66015625
18507.884765625
18344.931640625
18473.71875
18618.595703125
18357.072265625
18383.375
18749.833984375
18636.302734375
19142.76171875
18976.15234375
18669.841796875
18358.4375
18589.4375
18653.9765625
18852.55078125
18619.67578125
18711.876953125
18862.810546875
18626.59375
18746.75
18974.75390625
18710.494140625
18664.51953125
18828.482421875
18673.271484375
18425.68359375
18512.666015625
18649.662109375
18446.44140625
18816.6171875
18411.828125
18489.87109375
18384.349609375
18613.70703125
18864.669921875
18679.55859375
18772.970703125
18501.021484375
18834.560546875
18928.46875
18967.748046875
18456.451171875
18764.60546875
18520.59375
18606.53125
18692.62109375
18846.919921875
18793.98828125
18682.751953125
18654.0390625
18499.345703125
18599.7109375
18584.12890625
18606.1328125
18379.115234375
18732.71875
18864.943359375
18804.96875
18652.337890625
18737.7421875
18561.60546875
18319.314453125
18617.0078125
18779.966796875
18137.001953125
18382.26953125
18489.703125
18764.623046875
18675.212890625
18372.369140625
18554.505859375
18675.68359375
18808.05078125
18818.841796875
18616.669921875
18834.533203125
18341.9921875
18397.787109375
18053.40625
18702.61328125
18349.052734375
18772.677734375
18931.302734375
18728.34375
18708.6015625
18631.646484375
18613.80078125
18820.232421875
18707.4375
18727.677734375
18767.24609375
19020.662109375
18605.34375
18959.892578125
18836.96875
18655.341796875
18729.462890625
18763.01171875
18794.484375
18904.900390625
18706.4921875
19001.951171875
18784.19140625
18608.978515625
18495.466796875
18602.052734375
18949.111328125
19147.244140625
18914.796875
18940.67578125
19439.439453125
18983.5859375
19045.1015625
18875.935546875
18542.2421875
18755.5703125
18891.19921875
18774.986328125
18865.208984375
19072.21875
18953.25390625
18701.3125
18586.8828125
18537.30078125
18509.8203125
18447.7734375
18656.779296875
18635.64453125
18381.716796875
18842.609375
18267.6328125
18225.73046875
18309.12890625
18506.6796875
18702.634765625
18265.8125
18504.015625
18330.255859375
18422.4453125
18659.74609375
18739.986328125
18721.6171875
18302.146484375
18394.5234375
18519.587890625
18685.18359375
18639.55078125
18426.796875
18412.09765625
18722.67578125
18781.685546875
18931.076171875
18685.912109375
18960.734375
