SASA
19243.87109375
19729.970703125
19090.68359375
19255.970703125
19431.85546875
18990.015625
19195.51953125
19518.384765625
18829.822265625
19186.833984375
19329.154296875
18646.93359375
19118.85546875
19123.236328125
19145.234375
18847.32421875
18707.9765625
19055.404296875
18943.533203125
19204.34375
19052.33984375
19025.01171875
19434.318359375
19262.587890625
19390.53125
19181.798828125
19407.669921875
19152.2109375
18871.474609375
18966.650390625
18987.728515625
18882.23046875
18878.736328125
18943.71875
18917.375
18899.4609375
18790.1796875
18713.013671875
19118.8203125
18813.57421875
18274.779296875
18499.90234375
18549.068359375
18447.8359375
18670.150390625
18865.203125
18733.458984375
18645.58203125
18645.345703125
18810.75
18678.3828125
18950.021484375
19031.30078125
18560.169921875
18198.515625
18512.658203125
18941.19140625
19129.48046875
18782.40625
18768.49609375
18382.0859375
18693.076171875
18382.169921875
18354.935546875
18877.873046875
18560.47265625
18411.578125
18409.169921875
18653.404296875
18319.2265625
18527.123046875
18832.80859375
18469.759765625
18559.873046875
18661.759765625
18725.802734375
18513.896484375
18510.388671875
18701.12890625
18690.0
18575.501953125
18666.107421875
18260.955078125
18452.048828125
18503.634765625
18423.62890625
18349.787109375
18367.98046875
18744.126953125
18373.392578125
18161.412109375
18213.59375
18689.01171875
18695.8984375
18816.13671875
18781.728515625
18702.349609375
18559.970703125
18381.8125
18762.703125
18650.681640625
18537.228515625
18521.40625
18533.701171875
18919.86328125
18750.623046875
18642.482421875
18777.8203125
18823.791015625
18565.955078125
18796.0234375
18602.576171875
18877.72265625
18686.703125
19116.0859375
19177.638671875
18888.482421875
18665.6875
18574.53515625
18338.40234375
18923.0390625
18573.28515625
18537.06640625
19002.265625
18542.23046875
18514.548828125
18556.669921875
18419.28125
18606.3671875
18565.82421875
18509.265625
18800.4140625
18546.60546875
18365.423828125
18685.33984375
18135.890625
18421.16015625
18463.185546875
18429.52734375
18500.1875
18173.24609375
18682.822265625
18346.224609375
18676.06640625
18438.505859375
18257.021484375
18595.6796875
18309.248046875
18153.333984375
18488.61328125
18633.44921875
18650.244140625
18688.931640625
18785.306640625
18440.599609375
18344.9453125
18590.533203125
18651.2265625
18901.373046875
18923.296875
18667.109375
18685.142578125
18838.365234375
18425.12109375
18206.029296875
18898.6953125
18858.8125
18901.908203125
18824.296875
18648.20703125
18721.4765625
18634.171875
18723.74609375
18862.892578125
18306.921875
18585.17578125
18582.4296875
18759.392578125
18252.736328125
18325.681640625
18606.88671875
18718.044921875
19083.953125
18776.62890625
18701.20703125
18496.255859375
18787.42578125
18574.166015625
18377.435546875
18437.58984375
18677.134765625
18372.36328125
18610.876953125
18610.76171875
18327.03515625
18597.8671875
18989.1875
18731.86328125
18631.765625
18561.716796875
18535.3671875
18632.412109375
18850.9375
18594.130859375
18853.6796875
18881.3984375
