Apo SASA,Silym SASA,Tada SASA,frame#
15131.95605,17732.50391,17201.64648,194
15511.68457,17955.87891,17358.10938,195
15474.7002,17586.02344,16770.94531,196
15560.5,17572.54102,16765.10156,197
15376.95996,17502.23047,16336.41504,198
15422.03906,17563.46289,16758.95508,199
15481.55762,17495.5957,16950.88672,200
15374.00977,17367.0957,16798.58398,201
15394.35547,17593.9707,16645.01367,202
15865.24219,17333.20508,16896.6543,203
15722.45703,17756.77148,16881.7793,204
15489.99805,17133.69922,17021.3457,205
15415.55957,17726.80273,17190.91602,206
15331.82129,17599.02344,16971.5332,207
15373.99707,17324.69336,16737.35156,208
15341.54199,17962.66211,16963.9707,209
15358.49316,17558.48242,16875.37891,210
15464.32129,17371.30859,16564.94531,211
15550.82227,17661.7168,16820.18945,212
15560.4668,17791.35352,16753.14844,213
15484.05664,17775.20508,16882.33594,214
15504.39844,17716.91602,16687.19727,215
15452.02051,17445.125,16418.85352,216
15523.61621,17345.91797,16819.66797,217
15479.75391,17332.28516,16863.08398,218
15391.5918,17655.1582,16854.57813,219
15397.59668,17175.00586,16979.33789,220
15435.31543,17298.93164,16633.38867,221
15387.49219,16976.57227,16820.39648,222
15311.58887,17519.58594,16816.13672,223
15490.26465,17272.82227,16592.48047,224
15807.14355,17055.55273,16657.14453,225
15468.11133,17188.59375,16759.30859,226
15436.55176,17401.875,16797.7832,227
15393.0791,17327.46289,16639.06641,228
15334.56641,17552.60938,16810.61914,229
15339.35254,17253.04492,16909.74023,230
15204.75,17194.48828,16651.69531,231
15185.06055,17687.83789,16511.92773,232
15126.00391,16889.18555,17075.7832,233
15290.56738,17051.76758,16490.78516,234
15234.96484,17058.42578,16892.28516,235
15433.32227,17181.63672,17190.82617,236
15460.10352,16901.9375,17038.16602,237
15564.91699,17010.30273,16462.28125,238
15421.21582,17007.17578,16665.79297,239
15330.80762,17121.50977,16690.91992,240
15471.57227,17220.23047,16747.08789,241
15622.98926,17426.44531,16829.31445,242
15594.3252,17375.2832,16568.46875,243
15399.83984,17337.73438,16390.9375,244
15408.42188,17559.22852,16746.21875,245
15329.88379,17876.30859,16984.83789,246
15402.78711,17319.75195,16716.78516,247
15393.58398,17382.93164,16615.42383,248
15279.38379,17288.20898,16306.6709,249
15458.20508,17152.05664,16503.68164,250
15531.16113,17595.02148,16253.1709,251
15346.75977,17268.28906,16826.35742,252
15538.13379,16961.4043,16488.95313,253
15570.94824,17151.44336,16226.97461,254
15365.8418,17119.87891,16481.81836,255
15288.35645,17095.08398,16118.98242,256
15455.96191,17006.42773,16301.89844,257
15427.1123,17477.93164,16313.27637,258
15570.08398,17390.27734,16284.73145,259
15398.88477,17863.54102,16468.20313,260
15491.82324,17233.38672,16342.11816,261
15459.10449,17030.75781,16638.74414,262
15643.68164,17280.7168,16835.18359,263
15453.33105,17425.17188,16431.29102,264
15461.7666,17195,16559.60938,265
15415.14258,17220.0957,16465.68945,266
15497.67969,16806.9668,16521.93555,267
15296.41895,17396.84766,16870.36328,268
15272.61426,17021.21875,17068.83594,269
15281.51953,17288.60742,16902.08398,270
15582.06934,17241.56445,16559.68359,271
15650.04297,17331.68555,16868.72266,272
15604.82227,16962.82227,17067.85156,273
15488.5459,17014.0625,16982.35938,274
15236.24121,17296.67773,17140.21289,275
15303.24023,17150.05273,16932.91406,276
15462.45508,17259.03125,17047.71289,277
15189.72852,16969.44531,16738.64063,278
15299.36133,17302.34766,17096.11523,279
15359.16602,16974.37891,17015.3418,280
15256.91797,17106.27539,16940.29297,281
15504.80371,17531.5332,16901.51367,282
15407.04395,17159.92188,16879.70508,283
15254.04004,17098.76758,17021.55859,284
15365.31152,17217.59375,17066.12305,285
15347.64648,16765.34766,16653.97266,286
15394.20703,16686.37891,17211.58789,287
15571.82813,17162.49609,17359.66797,288
15435.66113,17406.34961,17086.85547,289
15306.63086,17563.57617,16905.88477,290
15452.54004,16855.52539,17157.70898,291
15541.15039,17285.88672,16988.16602,292
15365.29883,17402.41602,17202.67578,293
15479.06543,17363.47266,17154.54688,294
15288.33301,17597.08008,17077.25195,295
15526.41797,17549.78516,16979.30664,296
15647.68066,17294.97852,16690.31836,297
15466.55273,17630.64844,16753.94141,298
15579.23047,17502.24609,16701.76953,299
15372.49707,17080.86523,16820.59961,300
15447.08496,17304.25586,17176.72266,301
15348.38867,17285.61719,17037.77539,302
15355.44141,16984.77539,17019.28516,303
15516.98438,17004.58984,16686.11133,304
15484.73242,17276.02539,16567.79102,305
15541.94531,17185.36914,16656.07227,306
15591.43848,17200.32617,16598.22266,307
15456.68555,17497.02148,16456.90039,308
15737.5127,17229.01563,16989.19531,309
15528.95703,17022.41211,16901.16211,310
15757.6709,17221.41797,17237.48828,311
15526.60742,17114.87695,17155.43164,312
15759.90137,16893.90039,16909.99805,313
15669.63477,17029.13086,17030.75977,314
15614.55566,17114.73242,16583.97461,315
15565.54297,16884.19141,16853.73047,316
15608.47852,17210.63281,16742.6543,317
15453.4668,17195.0625,16884.45508,318
15846.84668,17070.98242,16708.24219,319
15754.0498,17220.33203,17098.80859,320
15517.57422,17226.6582,16813.71289,321
15516.29395,17471.43555,16463.61328,322
15463.87793,17469.94727,16294.12207,323
15656.02051,17283.08789,16746.5625,324
15487.34375,17210.26758,16699.65039,325
15579.22852,16979.18945,16887.21094,326
15655.43262,17620.86914,17093.27148,327
15515.0498,17351.54883,16507.25195,328
15559.6543,17075.33398,16596.28125,329
15557.63086,17463.20898,16856.75977,330
15473.5332,17267.49414,17077.22461,331
15531.74219,16963.12109,16784.78516,332
15519.73828,16902.02148,17035.58398,333
15520.64941,17343.875,16981.32031,334
15386.12793,17132.74023,16714.58398,335
15428.65137,17547.71875,16899.53906,336
15651.69238,17510.75,17163.29492,337
15620.36914,17509.35156,16963.41016,338
15633.40137,17835.12695,17138.24219,339
15745.25586,17289.29688,16895.50195,340
15545.18945,17124.25781,16871.26758,341
15742.06543,17061.43555,16570.36133,342
15523.46191,17018.86914,16434.78516,343
15411.63086,17011.01953,16396.88477,344
15390.41016,17032.24609,16894.35938,345
15708.70898,17395.53906,17144.67383,346
15725.18652,17163.02734,17198.34375,347
15510.46387,17365.00586,17017.86719,348
15716.25586,17293.53125,16727.83203,349
15672.4082,17811.06445,16614.99414,350
15687.08496,17390.86719,16966.89844,351
15793.13379,17500.50977,16692.93359,352
15612.10254,17571.08594,17035.71484,353
15554.36328,17000.14258,16885.43164,354
15691.96875,17302.98828,16772.05664,355
15613.58008,17469.63281,16622.92578,356
15818.94922,17046.1543,16872.07227,357
15817.71875,17259.92188,16624.0332,358
15924.7832,17523.86328,16602.07813,359
15690.47559,17176.79297,16650.29297,360
15733.17578,17495.83984,16699.53125,361
15653.70703,17255.85742,16340.80469,362
15826.8623,17353.22461,16603.80078,363
15909.31934,16970.22852,17077.36133,364
15690.44336,17176.98828,16808.03516,365
15377.88184,17376.88867,17224.19727,366
15569.02246,17339.0332,17171.10547,367
15690.87402,17320.5293,17046.78516,368
15527.09863,17428.87109,16883.83008,369
15652.34668,17370.49023,16775.58398,370
15581.14844,17389.11328,16710.16211,371
15569.41797,17353.61328,16803.79492,372
15503.43457,17397.79102,16972.67969,373
15681.75781,17868.9375,16997.99609,374
15669.79199,17486.52539,16931.59375,375
15510.99512,17222.70703,16736.15039,376
15634.19336,17219.02734,16737.93945,377
15717.0791,17677.11328,16668.20898,378
15570.9248,17447.74609,16502.27539,379
15545.07715,17386.59375,16740.07422,380
15610.55078,17379.02539,16667.30664,381
15533.07813,17637.98438,16702.76367,382
15831.87207,17183.49805,16531.90625,383
15550.41699,17587.40625,16321.44922,384
15723.78516,17240.02539,17117.65625,385
15718.97754,17532.89648,17333.61719,386
15459.53906,17335.41016,16771.72266,387
15781.17676,17330.54688,16487.75781,388
15637.99512,17300.77148,16471.7207,389
15656.80273,17476.72461,16572.61328,390
15507.38672,17429.80664,16386.99023,391
15612.44824,17448.86133,16464.36523,392
15630.8584,17322.52148,16755.28711,393
15846.61035,17511.67773,16661.9375,394
15794.12598,17326.85156,16771.83203,395
15746.67578,17237.81055,16775.98242,396
15760.38965,17283.12109,16873.93555,397
15902.52344,17447.78711,16936.82227,398
15845.38184,17442.8418,16730.8457,399
15780.49023,17605.50391,16560.11523,400
15600.73535,17465.84766,16716.25195,401
15907.75098,17350.0957,16828.91016,402
15887.60449,17375.05664,16563.40625,403
15901.49609,17410.13477,16473.25781,404
15676.80469,17506.69727,16937.28125,405
15841.87109,17265.24023,16831.99219,406
15725.55371,17327.875,16797.60352,407
15627.16309,17358.24805,16560.61719,408
15623.76367,17528.33984,16651.21875,409
15699.94922,17410.32031,16880.97461,410
15348.3916,17252.55859,16731.34961,411
15585.39746,17146.71484,16637.95898,412
15531.43359,17271.0957,16671.32617,413
15398.05469,17401.39258,16896.39453,414
15659.46387,17268.62891,16553.5293,415
15507.19531,17198.43945,16700.23438,416
15539.11328,17307.63281,16692.55469,417
15804.12988,17137.17578,16691.69531,418
15617.30957,17145.625,16923.41992,419
15671.75293,17504.7793,17434.57813,420
15691.82129,17393.00586,16963.68555,421
15571.27344,17321.30859,17062.87305,422
15610.30957,17305.44531,16989.89844,423
15465.1377,17288.25781,16829.41992,424
15365.13672,17220.2207,16942.25391,425
15391.46094,17207.77344,16818.70117,426
15562.7373,17613.54297,17301.61719,427
15297.52637,17026.87109,17128.79297,428
15492.24121,17130.12695,16923.93945,429
15359.57715,16952.65039,16901.02148,430
15350.1543,17243.60547,16815.74414,431
15235.62695,17080.19336,16806.36914,432
15275.25879,16974.17969,16979.11523,433
15305.64648,17274.125,16735.4082,434
15215.87109,17297.32227,16897.66992,435
15148.60645,17360.9043,17271.17188,436
15339.95215,17321.79297,16938.25391,437
15147.1123,16925.90625,16813.36328,438
15352.02637,16870.10742,16801.2207,439
15308.48438,17164,16987.26563,440
15380.34375,17065.00781,16793.2793,441
15444.71484,17313.25,16662.76758,442
15412.61816,17220.42383,16880.71875,443
15526.75879,16860.83789,16802.91992,444
15553.13672,17283.36328,16859.95313,445
15409.8291,17025.67773,16698.59961,446
15612.44434,17249.55078,17409.35938,447
15452.65918,17542.88281,17103.35938,448
15299.53906,17257.61523,17225.71094,449
15463.24609,17273.56836,16649.85938,450
15315.12402,17077.63281,16528.73047,451
15437.01855,17326.81055,16841.07422,452
15484.05957,17315.62891,17126.10938,453
15368.20996,17191.21484,16916.92773,454
15458.30273,16858.08789,17057.77344,455
15503.88574,16922.71484,16971.44531,456
15513.80273,16878.70313,16994.51563,457
15543.64355,17023.12109,17091.01563,458
15432.11523,17372.54688,16960.19531,459
15589.15918,16780.0918,17003.56055,460
15674.81641,16918.54688,17000.58008,461
15561.94531,17131.82422,16691.83008,462
15608.23535,17058.36133,17087.17578,463
15469.30859,16700.91016,16961.26563,464
15469.91504,17028.09766,17103.58789,465
15470.61328,16794.64844,16585.22461,466
15494.45703,16574.89453,16808.70313,467
15697.75586,17050.9668,17084.03516,468
15662.04102,16880.19922,16641.82422,469
15724.12793,16814.21289,16747.42578,470
15553.61426,16806.89453,16698.75195,471
15637.63965,16660.00977,16569.32422,472
15624.54492,16361.58691,16600.21484,473
15723.15527,16690.69531,17011.17773,474
15661.35938,17069.65039,16978.14648,475
15393.20898,16725.05078,16916.75781,476
15375.24902,16645.41016,16663.94727,477
15466.5791,16733.78516,16814.875,478
15418.22754,16508.86523,16297.08105,479
15393.60742,16965.77344,16550.00781,480
15232.62207,16982.30664,16292.87891,481
15441.88965,17158.37305,16907.41602,482
15171.44238,16911.23633,16883.68164,483
15505.8125,16458.35352,16622.58203,484
15334.54492,16329.73242,16842.62305,485
15303.32227,16252.13574,16530.47461,486
15117.48242,16284.78516,16725.82422,487
15099.6123,16395.50781,16469.75195,488
15130.08105,16537.78906,16547.42578,489
15321.7334,16312.35547,16689.76758,490
15154.61914,16572.80273,16577.875,491
15350.09082,16579.31836,16353.0332,492
15210.88867,16804.70703,16362.4541,493
15350.70801,16566.92578,16382.45801,494
15350.67578,16784.13477,16285.6123,495
14983.35254,17114.64453,16792.15234,496
15135.34277,16991.67969,16937.0918,497
15234.94238,16530.95508,16879.2832,498
15376.83789,16610.42773,16626.75,499
15372.70215,16581.21875,16484.55664,500
15177.79688,16515.06836,16856.87305,501
15252.7666,16486.58203,16722.61914,502
15373.69824,16579.46875,16496.26563,503
15054.69727,16564.39063,16978.32031,504
15266.12207,16524.07031,16843.08008,505
15301.37891,16830.86914,17068.95898,506
15184.20215,16704.88281,16911.51563,507
15320.12109,17050.57617,17131.04102,508
15183.97168,16725.53906,16889.19727,509
15311.65039,16491.36328,16914.54492,510
15339.28516,16681.81055,16949.6875,511
15173.81445,16840.36133,17024.48242,512
15102.48047,17040.875,16491.28516,513
15260.1543,16826.23828,16882.05469,514
15276.67188,17043.76367,16882.97266,515
15255.27246,17285.44531,16938.50195,516
15038.11426,16577.91602,16839.80664,517
15170.89746,16699.51172,16748.71484,518
15278.63574,16533.61719,16742.62891,519
15110.42871,16929.58008,16755.69336,520
15136.8418,16533.66406,16742.80273,521
15266.66895,16806.46289,16898.26172,522
15437.46289,16793.47266,16706.59961,523
15461.90234,16933.17383,17109.08789,524
15302.20996,17013.14258,17009.83203,525
15457.87207,16838.74805,16739.2793,526
15215.57324,17212.75781,16622,527
15311.52246,16854.12891,16736.00391,528
15322.74902,16803.72656,16888.76367,529
15260.91797,16836.36914,16564.51758,530
15251.88184,16646.51172,16650.43555,531
15315.95703,16829.47852,16734.67773,532
15327.19434,17005.42969,16950.27539,533
15366.1084,16803.33203,16754.54297,534
15267.90527,16866.98242,16271.42578,535
15385.03418,16690.41016,16394.61328,536
15407.4707,16476.37305,16379.125,537
15349.58789,16961.44141,16696.47266,538
15409.52539,16773.03711,16643.14453,539
15247.60156,16780.93164,16867.21484,540
15383.70801,16662.97266,16752.25391,541
15296.41699,16849.32617,16499.44727,542
15366.72852,16679.48047,16553.03711,543
15330.74902,16939.53125,16935.36719,544
15286.2334,16577.8418,17051.3457,545
15452.50684,16556.88086,17249.91992,546
15115.44531,16528.2168,17368.27148,547
15179.31738,16875.08984,17101.64648,548
15075.8252,16778.68555,17187.39648,549
15183.77832,16802.32617,17149.53711,550
15396.77344,17010.21094,16856.9375,551
15232.17773,17191.81445,16771.41211,552
15147.52344,17039.55078,16883.70508,553
15196.22266,16641.60938,16798.41992,554
15307.33398,16448.98828,16798.92383,555
15328.25879,16667.8418,17161.27148,556
15559.84863,16730.79688,16831.60938,557
15465.7041,16598.27539,16974.22656,558
15367.81152,16502.69336,17123.96289,559
15510.72852,16916.37109,16798.43164,560
15260.81348,16620.72852,16929.72852,561
15384.7373,16731.54102,16700.33594,562
15357.96094,16479.89453,16727.08984,563
15446.18848,16641.3457,17114.41797,564
15272.30859,16419.45508,16654.75195,565
15215.47656,16396.72656,17091.0293,566
15483.13379,16287.83105,16671.47461,567
15441.10547,16664.40039,16749.47852,568
15624.42383,16408.34766,16582.875,569
15298.64453,16310.61426,16908.48242,570
15369.93262,16504.16992,16786.68164,571
15216.33203,16589.57031,16838.67773,572
15417.84375,16812.66016,16622.75781,573
15595.93262,16464.80078,16680.2168,574
15513,16891.35938,16733.3418,575
15531.7334,16726.74023,16779.13867,576
15601.11719,16583.44727,16573.70313,577
15443.21875,16798.78516,17095.68164,578
15399.30859,16883.80664,16896.92383,579
15513.33691,16919.58594,16799.16211,580
15352.33105,16593.16211,16755.15039,581
15669.05566,16676.42969,17142.43359,582
15525.37109,16700.36133,16703.16016,583
15541.54297,16897.77539,16700.38867,584
15437.75293,16672.13281,16457.57422,585
15469.83691,16358.70313,16700.78516,586
15711.58789,16483.70703,16720.77148,587
15372.87598,16310.47656,16729.03516,588
15454.63477,16513.56445,16958.14063,589
15727.58203,16695.28711,16703.49609,590
15469.8457,16698.45703,16798.94141,591
15547.62305,16557.68164,16871.64453,592
15584.85059,16570.69727,16839.50977,593
15617.38184,16586.73047,17100.66797,594
15647.83398,16490.21484,16885.23633,595
15660.62109,16607.67383,16935.73438,596
15801.89063,16672.46289,17203.22461,597
15523.7832,16612.17188,17449.81836,598
15430.24316,16716.06836,16956.84375,599
15683.875,16273.50098,16724.69141,600
15434.42383,16531.51758,16792.53906,601
15567.67969,16332.80469,16829.78516,602
15506.97363,16561.64063,17262.28125,603
15650.14746,16527.59766,16789.5332,604
15858.5332,16667.66797,17004.00977,605
15782.61914,16647.39844,16690.02734,606
15754.7959,16848.22656,16611.91992,607
15620.7793,16282.19727,16681.51953,608
15761.10645,16572.32813,16715.11328,609
15700.11621,16406.63867,16633.33203,610
15626.56152,16642.98242,16952.70898,611
15594.83496,16655.83594,16615.8457,612
15768.15137,16718.33203,16749.9043,613
15567.20117,16449.60156,17012.92773,614
15672.01855,16343.87598,16817.04297,615
15654.4043,16587.67773,16928.88086,616
15826.50977,16967.45508,17204.11719,617
15680.16113,16904.13672,16781.30469,618
15781.30469,16703.56055,16852.21484,619
15939.06738,16580.35156,16811.96289,620
15928.2666,17191.04102,16853.71484,621
15886.62988,16618.08789,16841.06641,622
15784.05078,16828.12109,17052.32422,623
15675.67578,16424.75977,16957,624
15718.85938,16310.74512,17181.79102,625
15876.87207,16254.07227,16833.68359,626
15711.72559,16462.98438,16560.98242,627
15749.30957,16571.06836,16468.5,628
15778.16895,16917.11133,16714.65234,629
15753.9668,16581.31445,16429.08789,630
15865.81445,16698.8125,16363.21973,631
16004.01953,16727.85352,16140.11816,632
15776.09473,16507.77734,16324.25977,633
16087.80273,16634.99219,16131.3125,634
15780.84863,16491.5332,16382.16992,635
15645.57227,16179.67188,16015.0293,636
15684.24609,16903.19727,16388.99219,637
15607.43848,16763.36133,16395.08203,638
15774.99414,16760.67773,16075.1582,639
15641.64746,16832.41211,16475.57227,640
15678.5,16718.72266,16073.76953,641
15767.72754,16750.60938,15935.41992,642
15585.87207,16580.70313,16092.06348,643
15697.57324,16742.93555,16390.53125,644
15645.89551,16471.10742,16002.83203,645
15563.53711,16530.95508,15924.87988,646
15703.5166,16163.63867,16043.43848,647
15549.74121,16598.94531,16129.62695,648
15551.37793,16335.42188,15993.14648,649
15170.95215,16239.3457,15909.41211,650
15358.80762,16565.28906,15860.53613,651
15685.65723,16649.30273,15819.1123,652
15711.80371,16332.5791,15990.26563,653
15615.64063,16475.55469,15998.43555,654
15578.21875,16580.32617,16482.56641,655
15512.29492,16930.75586,15990.83203,656
15602.5752,16317.0127,16164.29004,657
15700.67188,16232.68652,15971.95313,658
15368.35352,16349.49707,16410.48047,659
15529.78809,16327.56836,16499.87305,660
15745.09082,16580.26953,16469.04688,661
15764.91016,16441.25,16311.21973,662
15914.29297,16398.14258,16225.78223,663
15967.11816,16429.91211,16637.5918,664
15812.64453,16211.08496,16337.99414,665
15830.99512,16012.83301,16369.37793,666
15785.96191,16111.37207,16154.60254,667
15666.70801,15968.43945,16479.73633,668
15557.95313,16378.85449,16156.27734,669
15768.58496,16506.91016,16520.30859,670
15823.10742,16290.04004,16333.01465,671
15808.43945,16473.68555,16162.36035,672
15787.64648,16163.46094,16133.77246,673
15827.48828,16547.56641,16268.39746,674
15678.98535,16108.37207,16349.12793,675
15815.56348,16599.4668,16554.62109,676
15778.72852,16457.70508,16458.38086,677
15769.33008,16681.83789,17256.69727,678
15685.06543,16535.75391,16736.4707,679
15741.80078,16322.3584,16208.46582,680
15982.54004,16562.84375,16257.38379,681
15950.50293,16485.29102,16621.22852,682
15738.34961,16569.21484,16068.1582,683
15858.50293,16914.59961,16364.11328,684
15696.22852,16533.9375,16521.15234,685
15861.56152,16643.43555,16442.24219,686
15824.67188,16653.42383,16380.29004,687
15649.82129,16785.39648,16400.69922,688
15669.86426,16467.36523,16416.37695,689
15789.80176,16721.26367,16618.88086,690
15646.45898,16615.56445,16172.47461,691
15836.9834,16575.68945,16746.53516,692
15672.63086,16440.48828,16615.53125,693
15554.67383,16580.25,16246.03906,694
15789.34473,16562.34766,16631.87109,695
15823.47461,16487.54102,16704.58789,696
15743.64746,16760.45703,16563.38281,697
15769.61133,16104.57617,16566.70898,698
15629.21875,16412.27344,16189.71289,699
