Apo SASA,Silym SASA,Tada SASA,frame#
15595.48926,16112.10742,16444.5293,700
15630.64453,16383.13477,16679.95703,701
15903.92969,16517.87891,17035.33398,702
15771.60449,16408.92773,16682.38281,703
15638.05762,16945.01953,16949.24219,704
15492.13672,16857.01953,17065.63086,705
15755.73047,16396.26367,16710.96875,706
15699.99121,16519.04492,16300.82422,707
15929.71191,16617.87695,16799.45508,708
15609.34668,16551.52344,17390.08203,709
15705.99707,16178.53809,16940.08594,710
15500.91406,16251.58203,16988.82617,711
15519.68457,16918.24414,17054.50781,712
15573.12109,16952.58398,16862.59961,713
15503,16873.55078,16784.26563,714
15370.05469,16811.2207,16843.125,715
15213.14746,16644.95898,16973.4707,716
15323.66992,16639.83008,17287.88086,717
15439.04395,16566.65039,16682.26563,718
15315.40723,16585.51367,16551.25781,719
15415.41895,16514.5,16769.50586,720
15398.40918,16470.82422,16705.59961,721
15325.08691,16549.90039,16907.9043,722
15481.74805,16490.91992,16846.71484,723
15441.27246,16679.9707,17208.70313,724
15406.34961,16408.42188,16542.73633,725
15626.8418,16861.45313,16996.78125,726
15569.38965,16871.23438,17171.68555,727
15660.3125,16810.92383,17090.71289,728
15709.46777,16610.31641,17046.20703,729
15455.50391,16610.36914,16733.84766,730
15654.59961,16895.51563,17115.35352,731
15846.58203,16663.18945,17063.37891,732
15583.72461,16619.13281,17160.4375,733
15637.31055,16560.96875,16627.39063,734
15747.34375,16648.84961,16900.9707,735
15815.1875,16331.66992,16850.34766,736
15679.28516,16868.39648,16796.5293,737
15531.57715,16616.21289,16650.91211,738
15528.24512,16588.76172,16802.63281,739
15579.25684,16515.01563,16740.18555,740
15549.61426,16353.07031,16796.80469,741
15641.79492,16263.2959,16826.9082,742
15649.69922,16416.49805,16645.20117,743
15770.67188,16178.9834,16722.61328,744
15713.45996,16159.49414,16761.6543,745
15525.40332,16306.01367,17026.88281,746
15600.8877,16251.41406,17182.7207,747
15629.41992,16201.36914,16718.26367,748
15582.2041,16455.44336,16752.6875,749
15692.56641,16000.2793,16835.85547,750
15683.10449,16080.45801,16628.17773,751
15786.33008,15788.30859,16607.91797,752
15693.12402,15865.89551,16445.25586,753
15590.71484,15869.79785,16685.34766,754
15494.04883,16239.75586,16620.23828,755
15665.54785,16067.24902,16962.45508,756
15378.61621,15780.73633,16871.77734,757
15562.35547,16079.25879,16701.28711,758
15665.35938,15936.31934,16616.08789,759
15311.65625,15900.03613,16750.74219,760
15353.71973,16337.93652,16797.52344,761
15340.47266,16582.37891,16547.46484,762
15263.16406,16560.26367,16535.21289,763
15304.92383,16436.90039,16930.04492,764
15327.97266,16268.65234,16876.32617,765
15303.67969,16362.21777,16738.11328,766
15496.43945,16209.31055,16907.82813,767
15523.88281,16488.0918,16930.91016,768
15292.26172,16653.41797,16684.30273,769
15432.38477,16418.31055,16803.48828,770
15423.36719,16684.51953,16737.87891,771
15511.68457,16340.5,16691.55469,772
15303.39551,16292.02734,16467.2207,773
15423.61035,16446.97461,16386.43359,774
15227.35156,16479.67188,16404.9707,775
15335.72363,16580.28711,16427.53516,776
15365.88574,17346.40234,16540.88867,777
15172.79199,17106.55469,16645.51367,778
15359.65039,17121.1582,16624.47852,779
15579.63477,17191.44531,16825.54297,780
15512.26074,16806.06055,16827.84375,781
15484.27734,16783.12695,17101.13672,782
15641.04004,16961.48828,16898.75977,783
15584.99902,16945.05664,16768.45117,784
15452.23438,17069.4043,16844.73242,785
15518.1084,16912.18164,16693.5625,786
15412.9248,16773.47266,16572.9375,787
15442.61719,16830.47461,16580.28516,788
15453.8125,17112.23438,16261.70215,789
15381.15918,16851.46484,16773.69922,790
15293.11719,16961.34961,16612.02344,791
15259.89063,16851.98438,16723.61719,792
15572.58496,16778.54297,17000.56836,793
15699.90039,16679.88867,16673.30469,794
15640.39551,16976.73633,16570.64453,795
15689.27539,16787.63672,16580.94922,796
15397.65137,16658.00195,16676.68945,797
15303.06152,16700.59766,16132.9707,798
15488.53516,16572.5332,16653.11328,799
15464.08301,16494.71875,16760.83398,800
15516.38184,16834.42188,16573.91406,801
15227.59473,16505.34766,17055.4707,802
15473.66309,16677.45703,16866.43555,803
15380.25098,16875.5625,16797.59766,804
15515.07227,16515.77344,16552.67383,805
15478.69727,16423.62109,16673.23438,806
15489.74316,16850.70703,16318.64844,807
15560.47168,16396.6543,16559.77734,808
15405.05566,16481.58398,16863.49023,809
15482.50879,16353.69336,16562.69141,810
15469.13867,16270.62402,16683.21289,811
15740.42773,16823.32422,16421.41797,812
15764.48535,16330.62402,16413.42969,813
15338.63184,16718.80859,16182.04688,814
15092.4502,16549.61523,16327.69629,815
15256.28906,16654.76172,16514.89453,816
15273.78418,16601.61133,16444.50391,817
15459.43164,17121.85352,16585.75781,818
15018.08105,16467.80859,16126.53418,819
15214.68945,16677.07031,16735.62695,820
15338.41504,16705.8125,16599.33398,821
15362.59082,16810.66211,16563.05859,822
15262.39453,16766.6543,16677.21289,823
15254.02246,16906.32227,16620,824
15362.65234,16722.90625,16822.13086,825
15282.56836,16602.54297,16671.58984,826
15343.59766,16815.67969,16588.9375,827
15285.04395,16387.22656,16580.11328,828
15286.79297,16726.56641,16962.5957,829
15277.45801,16801.05859,16515.29492,830
14812.81348,16456.96094,16427.99414,831
14917.21973,16402.46289,16733.45898,832
14984.95898,16620.29688,16418.57813,833
14897.78906,16257.60742,16393.59375,834
14993.70996,16403.58008,16515.51758,835
15088.2627,16937.62109,16412.85742,836
15007.81348,16606.5293,16363.61914,837
14983.40234,16544.07227,16467.30273,838
15165.37598,16842.34766,16465.6875,839
15171.59766,16585.04883,16481.73828,840
15027.04199,16686.16406,16489.33789,841
14927.03809,16633.2168,16290.63086,842
14928.93945,16695.92188,15947.8457,843
15046.84863,16930.20508,16148.50098,844
14976.23047,16657.46875,16241.66992,845
14954.85742,16769.21484,16263.44629,846
14841.79004,16547.99805,16073.42969,847
14876.5625,16566.39453,16115.76172,848
14892.83984,16972.23047,15964.0957,849
15094.13184,16642.51172,16239.41699,850
15065.51563,16130.11328,15969.20117,851
15055.81445,16282.73438,16205.84668,852
14859.8584,16229.36816,16141.24023,853
14808.29492,16521.46875,16577.85742,854
14888.91406,16481.47852,16335.08691,855
15003.55957,16651.45508,16311.44141,856
14737.72168,16590.73828,16534.60547,857
15071.3418,16500.35352,16481.69727,858
15031.55371,16440.37109,16231.34277,859
14834.9375,16671.13086,16252.62988,860
14920.93164,16542.75586,16092.08594,861
14812.16309,16467.54297,16037.07422,862
14847.06641,16594.35938,16220.35059,863
15117.64063,16276.16504,16225.38867,864
14883.04102,16462.13477,16141,865
14926.11816,16821.09961,16194.36523,866
14721.95605,16618.3457,16052.48828,867
15008.63184,16581.68555,16188.53223,868
14965.94629,16507.46094,16382.4043,869
14818.86035,16439.0293,16442.38477,870
14845.27637,16850.08398,16357.55078,871
14922.2041,17016.41211,16378.01172,872
14870.87305,16764.84766,16291.53613,873
14723.56152,16420.94531,16222.56934,874
14696.74023,16975.45703,16081.0918,875
14667.40723,16989.36914,16254.95703,876
14816.69727,16968.82422,16250.33984,877
14764.75391,17085.74805,15962.4707,878
14818.7041,16728.2168,16174.28125,879
14824.90723,16778.10156,15903.05566,880
14736.31738,16940.04688,16102.96484,881
14795.02832,16703.74219,16001.27637,882
14858.48145,16635.74414,15973.14551,883
15124.37695,16717.70313,15952.00391,884
14989.64551,16725.35742,16059.25,885
14831.7793,16860.77344,15713.40234,886
14818.22559,16891.13086,16030.83398,887
14866.20801,16307.59375,15821.41699,888
15277.89941,16770.69531,15837.26758,889
15193.36816,16661.64844,16030.54004,890
15134.15625,16688.63281,15969.45898,891
15112.86035,16882.47656,15889.93555,892
15153.25195,16985.44922,16036.6416,893
15079.85449,16922.76953,16282.98633,894
15056.28809,17049.77539,16144.29395,895
15033.49512,17040.52148,16310.23926,896
15046.61328,17100.81445,16268.45703,897
15066.72168,17125.30078,16323.47266,898
15156.23242,17380.38477,16460.30859,899
15157.34473,16931.26758,16075.95801,900
15284.3418,17080.87891,16667.80273,901
15124.25781,17021.88867,16416.36133,902
15071.33789,16845.91406,16271.6875,903
15130.88477,16730.00391,16387.79688,904
15081.77441,16873.03516,16147.46973,905
15159.12598,17164.11133,16398.59961,906
15252.55176,17364.06641,16409.44531,907
15150.62598,16674.5,16198.55566,908
15188.64063,16959.94141,16132.49512,909
15305.90625,16916.56445,16065.87402,910
15272.2627,17474.49805,15875.63281,911
15290.59375,17154.3125,16407.1543,912
15581.50684,17157.69922,16388.29492,913
15388.81445,17074.02539,15986.74609,914
15485.45605,16765.22852,16195.66895,915
15392.93848,17138.86328,16124.12109,916
15320.08496,17101.81836,15870.24902,917
15416.4209,16988.52148,15928.75488,918
15236.58203,17143.95508,16039.97363,919
15289.59766,16888.51758,16078.71973,920
15276.68457,17218.60938,15746.77539,921
15138.07813,16884.04297,15780.21973,922
15332.7832,16647.18945,15914.50586,923
15344.10547,16480.68164,15954.62012,924
15393.40137,16623.54492,15970.70703,925
15514.01367,16539.00391,15868.3877,926
15356.2793,16758.14648,16220.96094,927
15249.20117,16374.05371,16097.11133,928
15434.17871,16371.08887,16037.29395,929
15220.22461,16542.15625,16184.84668,930
15225.09766,16570.29102,16219.32324,931
15124.90625,16335.62988,15886.25391,932
15350.07715,16593.14844,16258.63184,933
15183.7002,16655.35547,16372.29395,934
15216.27148,16608.97852,16124.0293,935
14992.8623,17121.57227,16632.36328,936
15121.34375,16658.64063,16143.19824,937
15275.41992,16287.45313,16115.20605,938
15169.03906,16813.67969,16225.07227,939
15331.90234,16541.54688,16553.0957,940
15343.62012,16409.5625,16251.14941,941
15345.93848,17251.76758,16558.19727,942
15252.41992,17079.21484,16534.63672,943
15442.35449,16866.78516,16357.9248,944
15339.40039,16740.19922,16169.39746,945
15327.7207,16631.21875,16303.41113,946
15128.08008,16375.04199,16463.07813,947
15162.00195,16501.48633,16320.41211,948
15299.57227,16639.40234,16481.72852,949
15189.63379,16425.39258,16332.20898,950
15121.29492,16290.22656,16701.12891,951
14987.98438,16412.25977,16256.15918,952
15393.74219,16685.1875,16299.66309,953
15093.75293,16778.01172,16363.35352,954
15351.38965,16485.0332,16162.49512,955
15323.31738,16530.40234,16266.96387,956
15304.42578,16432.5293,16174.75977,957
15417.91895,16172.7793,16099.46289,958
15592.44629,16282.87793,16231.06055,959
15280.54785,16410.03516,16170.42969,960
15360.39648,16283.125,16142.17773,961
15357.04102,16445.40039,16002.59473,962
15421.89746,16378.35254,15963.55859,963
15364.15332,16532.64258,15949.45313,964
15297.28516,16364.38281,16141.8457,965
15471.96875,16378.97949,16124.05566,966
15472.0498,16610.2207,16210.13672,967
15503.00586,16681.62109,16383.36523,968
15491.2041,16561.33789,16178.68066,969
15484.7998,16485.91797,16284.96484,970
15395.92383,16554.61133,15913.6582,971
15281.15332,16685.28711,16179.64746,972
15490.25,16743.74414,16094.70703,973
15408.56152,16906.51367,16201.46191,974
15384.02051,16753.26758,16249.41504,975
15221.89453,16684.92969,16172.05469,976
15442.76758,16219.83496,16298.58887,977
15170.57129,16535.2793,16307.83496,978
15338.02637,16293.94043,16047.07813,979
15219.24414,16323.76074,15954.3252,980
15447.1377,16554.73242,16284.88086,981
15452.03809,16702.94141,16278.88574,982
15472.98926,16631.14844,16325.05273,983
15482.51563,16929.63477,16228.16113,984
15396.58984,16492.64063,16066.67383,985
15265.41992,16239.3252,16220.52051,986
15633.00977,16433.62891,16015.43164,987
15352.15527,16491.04102,16103.04199,988
15289.5752,16223.85938,15894.94141,989
15419.61621,16384.99609,16275.64453,990
15500.48828,16461.26758,15877.31055,991
15320.54297,16678.58008,16083.78613,992
15397.5625,16765.57813,15831.99609,993
15298.5957,16116.44531,15649.46875,994
15430.53613,16378.51953,15763.31543,995
15468.60645,16418.23047,15875.09277,996
15524.1416,16364.62988,15795.24219,997
15508.91699,16451.94531,15985.48828,998
15426.49316,16544.43164,15731.30078,999
15361.29688,16496.11914,15645.45117,1000
